trait,FD,cut,loc,year,predicted.value,standard.error,upper.Confidence.limit,lower.Confidence.limit,est.status
ADF,1,3,OR,2019,31.3049086101644,0.785916333190502,32.8547014666337,29.755115753695,Estimable
ADF,1,3,OR,2020,28.5657569201688,0.7861852522645,30.116080073366,27.0154337669716,Estimable
ADF,1,3,WA,2018,28.1360004397481,0.763790240770523,29.6421616034711,26.629839276025,Estimable
ADF,1,3,WA,2019,29.4761898131079,0.76385388847931,30.9824764873468,27.969903138869,Estimable
ADF,1,3,WA,2020,26.7370381231123,0.765019347963819,28.2456230328088,25.2284532134158,Estimable
ADF,1,4,ID,2019,26.8919705537528,0.813922358399536,28.4969900749116,25.286951032594,Estimable
ADF,1,4,ID,2020,24.1528188637572,0.817697454149193,25.7652827096847,22.5403550178297,Estimable
ADF,1,4,OR,2019,24.9618864224122,0.607912482747764,26.160663421099,23.7631094237254,Estimable
ADF,1,4,OR,2020,22.2227347324166,0.615577891731441,23.4366275845132,21.0088418803201,Estimable
ADF,1,4,WA,2019,29.6802279158757,1.08563206270104,31.8210471665685,27.5394086651828,Estimable
ADF,1,4,WA,2020,26.9410762258801,1.08285410905649,29.0764174727039,24.8057349790562,Estimable
ADF,1,5,WA,2019,28.2609761225333,1.07680741561405,30.3843935526522,26.1375586924144,Estimable
ADF,1,5,WA,2020,25.5218244325377,1.07518140791006,27.6420354461238,23.4016134189517,Estimable
ADF,2,1,ID,2018,29.5329137647953,0.185916879431791,29.8995337718777,29.1662937577129,Estimable
ADF,2,1,ID,2019,30.8731031381551,0.231039244770069,31.3287024888584,30.4175037874518,Estimable
ADF,2,1,ID,2020,28.1339514481595,0.237074142828776,28.6014513555836,27.6664515407355,Estimable
ADF,2,1,OR,2018,35.6207816501803,0.308094585404164,36.2283307841166,35.013232516244,Estimable
ADF,2,1,OR,2019,36.9609710235401,0.30480017853912,37.5620237302994,36.3599183167808,Estimable
ADF,2,1,OR,2020,34.2218193335445,0.310987751000313,34.8350736643117,33.6085650027773,Estimable
ADF,2,1,OR,2021,31.1495295302958,0.334607055411871,31.8093601029681,30.4896989576236,Estimable
ADF,2,1,WA,2018,32.4990545643698,0.294385744571017,33.079570459911,31.9185386688286,Estimable
ADF,2,1,WA,2019,33.8392439377296,0.279280502937304,34.3899729531787,33.2885149222805,Estimable
ADF,2,1,WA,2020,31.100092247734,0.290761504692304,31.6734612997285,30.5267231957395,Estimable
ADF,2,1,WA,2021,28.0278024444853,0.313152241728476,28.6453250569089,27.4102798320618,Estimable
ADF,2,2,ID,2018,29.4791448955194,0.255217145182484,29.9824220151673,28.9758677758716,Estimable
ADF,2,2,ID,2019,30.8193342688792,0.227489584546093,31.267933843874,30.3707346938844,Estimable
ADF,2,2,ID,2020,28.0801825788836,0.221313308244576,28.5166028054065,27.6437623523607,Estimable
ADF,2,2,OR,2018,31.9286745470999,0.395600586324993,32.7087817122133,31.1485673819865,Estimable
ADF,2,2,OR,2019,33.2688639204597,0.372061995906115,34.0025540081542,32.5351738327653,Estimable
ADF,2,2,OR,2020,30.5297122304642,0.373821058488034,31.2668711131288,29.7925533477996,Estimable
ADF,2,2,WA,2018,29.3022446008397,0.229334081840719,29.7544814443455,28.8500077573339,Estimable
ADF,2,2,WA,2019,30.6424339741995,0.208874971477757,31.0543263411355,30.2305416072636,Estimable
ADF,2,2,WA,2020,27.9032822842039,0.209056690483126,28.3155329931217,27.4910315752861,Estimable
ADF,2,3,ID,2018,30.030186669282,0.306329979709422,30.6342560774705,29.4261172610935,Estimable
ADF,2,3,ID,2019,31.3703760426418,0.276900281651533,31.9164113651497,30.8243407201339,Estimable
ADF,2,3,ID,2020,28.6312243526462,0.262444395072943,29.1487532950125,28.11369541028,Estimable
ADF,2,3,OR,2018,32.7142418386741,0.294799717371316,33.295574070588,32.1329096067601,Estimable
ADF,2,3,OR,2019,34.0544312120339,0.257547573179913,34.5623038344221,33.5465585896456,Estimable
ADF,2,3,OR,2020,31.3152795220383,0.260634674121504,31.8292397733311,30.8013192707455,Estimable
ADF,2,3,WA,2018,28.3686196847727,0.269018307048626,28.8991120958808,27.8381272736646,Estimable
ADF,2,3,WA,2019,29.7088090581325,0.27172349971919,30.2446359916307,29.1729821246342,Estimable
ADF,2,3,WA,2020,26.9696573681369,0.273765235583048,27.5095105160335,26.4298042202403,Estimable
ADF,2,4,ID,2019,28.9714876898615,0.330612513304701,29.6234411990842,28.3195341806387,Estimable
ADF,2,4,ID,2020,26.2323359998659,0.340836218753735,26.9044502119553,25.5602217877764,Estimable
ADF,2,4,OR,2019,27.7781227949104,0.190258360892945,28.1533040147719,27.402941575049,Estimable
ADF,2,4,OR,2020,25.0389711049148,0.214002927445931,25.4609755781809,24.6169666316488,Estimable
ADF,2,4,WA,2019,31.6839175937426,0.42285993897906,32.5177790177143,30.850056169771,Estimable
ADF,2,4,WA,2020,28.9447659037471,0.411707295855646,29.7566348001258,28.1328970073683,Estimable
ADF,2,5,WA,2019,28.5032395772145,0.362112334671394,29.217309365324,27.7891697891049,Estimable
ADF,2,5,WA,2020,25.7640878872189,0.357879995800365,26.4698116869942,25.0583640874436,Estimable
ADF,3,1,ID,2018,28.6909621776542,0.536247997494867,29.7484199256561,27.6335044296523,Estimable
ADF,3,1,ID,2019,30.031151551014,0.547429688943962,31.1106591086448,28.9516439933833,Estimable
ADF,3,1,ID,2020,27.2919998610185,0.548216067841031,28.3730581236615,26.2109415983754,Estimable
ADF,3,1,OR,2018,34.0332156040856,0.869676917003605,35.7481806919555,32.3182505162156,Estimable
ADF,3,1,OR,2019,35.3734049774454,0.870796406353073,37.0905776496642,33.6562323052265,Estimable
ADF,3,1,OR,2020,32.6342532874498,0.873661376809716,34.3570755569097,30.9114310179899,Estimable
ADF,3,1,OR,2021,29.5619634842011,0.883011821550062,31.3032244243584,27.8207025440438,Estimable
ADF,3,1,WA,2018,30.4860056125649,0.774291831500171,32.0128754568524,28.9591357682775,Estimable
ADF,3,1,WA,2019,31.8261949859247,0.766287160011253,33.337279965885,30.3151100059645,Estimable
ADF,3,1,WA,2020,29.0870432959291,0.769405828335529,30.6042781543008,27.5698084375575,Estimable
ADF,3,1,WA,2021,26.0147534926805,0.784196456758345,27.5611548275641,24.4683521577968,Estimable
ADF,3,2,ID,2018,29.1118439078725,0.572897895623939,30.2415736623362,27.9821141534088,Estimable
ADF,3,2,ID,2019,30.4520332812323,0.564970974185,31.5661314910887,29.3379350713759,Estimable
ADF,3,2,ID,2020,27.7128815912367,0.562782008019995,28.8226632549389,26.6030999275345,Estimable
ADF,3,2,OR,2018,32.28009559026,1.08333005695428,34.4163753856557,30.1438157948644,Estimable
ADF,3,2,OR,2019,33.6202849636198,1.07388711833081,35.7379436943999,31.5026262328397,Estimable
ADF,3,2,OR,2020,30.8811332736243,1.07402705588875,32.9990679551875,28.763198592061,Estimable
ADF,3,2,WA,2018,29.0390392107118,0.606577246399175,30.2351831813429,27.8428952400808,Estimable
ADF,3,2,WA,2019,30.3792285840716,0.600402596661386,31.5631964137438,29.1952607543995,Estimable
ADF,3,2,WA,2020,27.640076894076,0.600615857508859,28.824465264872,26.4556885232801,Estimable
ADF,3,3,ID,2019,30.5874282167735,0.669700894504393,31.9080492783827,29.2668071551643,Estimable
ADF,3,3,ID,2020,27.848276526778,0.666606482565307,29.1627955425133,26.5337575110427,Estimable
ADF,3,3,OR,2018,32.6214711135748,0.799301756037746,34.1976594422254,31.0452827849243,Estimable
ADF,3,3,OR,2019,33.9616604869346,0.785501275846587,35.5106348683584,32.4126861055109,Estimable
ADF,3,3,OR,2020,31.2225087969391,0.786105862178399,32.7726753963364,29.6723421975417,Estimable
ADF,3,3,WA,2018,29.4249602539269,0.778846677331651,30.9608120562598,27.889108451594,Estimable
ADF,3,3,WA,2019,30.7651496272867,0.778027090347089,32.2993852397018,29.2309140148716,Estimable
ADF,3,3,WA,2020,28.0259979372911,0.778744508584591,29.5616482672946,26.4903476072876,Estimable
ADF,3,4,ID,2019,28.9273095035435,0.810308171677005,30.5252020055427,27.3294170015444,Estimable
ADF,3,4,ID,2020,26.1881578135479,0.812628351515347,27.7906256093631,24.5856900177327,Estimable
ADF,3,4,OR,2019,29.6305610851802,0.611687893526338,30.8367830298591,28.4243391405014,Estimable
ADF,3,4,OR,2020,26.8914093951846,0.619502000805143,28.1130404198494,25.6697783705199,Estimable
ADF,3,4,WA,2019,31.1756701920505,1.08603492497005,33.3172838696312,29.0340565144699,Estimable
ADF,3,4,WA,2020,28.4365185020549,1.08280266366986,30.5717583008119,26.3012787032979,Estimable
ADF,3,5,WA,2019,27.6357730382651,1.07686826437468,29.7593104594958,25.5122356170345,Estimable
ADF,3,5,WA,2020,24.8966213482696,1.07514472522881,27.0167600252023,22.7764826713369,Estimable
ADF,4,1,ID,2018,29.0965532974401,0.542551035611854,30.1664403627054,28.0266662321747,Estimable
ADF,4,1,ID,2019,30.4367426707998,0.553696695649975,31.5286084933174,29.3448768482823,Estimable
ADF,4,1,ID,2020,27.6975909808043,0.554562755182964,28.7911646350856,26.6040173265229,Estimable
ADF,4,1,OR,2018,31.9312875488178,0.86321217061862,33.633504437747,30.2290706598887,Estimable
ADF,4,1,OR,2019,33.2714769221776,0.863815612634024,34.9748837725381,31.5680700718171,Estimable
ADF,4,1,OR,2020,30.532325232182,0.866657201419776,32.2413355721447,28.8233148922194,Estimable
ADF,4,1,OR,2021,27.4600354289333,0.87597834610924,29.1874266611663,25.7326441967004,Estimable
ADF,4,1,WA,2018,32.0310516442377,0.773759058410054,33.5568708831435,30.5052324053319,Estimable
ADF,4,1,WA,2019,33.3712410175975,0.765974147920044,34.8817087513161,31.8607732838789,Estimable
ADF,4,1,WA,2020,30.6320893276019,0.769119151836908,32.1487588723761,29.1154197828278,Estimable
ADF,4,1,WA,2021,27.5597995243532,0.78383236165857,29.1054828795222,26.0141161691843,Estimable
ADF,4,2,ID,2018,30.4152345440993,0.574265810530006,31.547661767314,29.2828073208846,Estimable
ADF,4,2,ID,2019,31.7554239174591,0.567777449351773,32.8750563743869,30.6357914605313,Estimable
ADF,4,2,ID,2020,29.0162722274635,0.565956255448132,30.1323133691547,27.9002310857724,Estimable
ADF,4,2,OR,2018,32.4843261124569,1.08364636670347,34.6212296569325,30.3474225679814,Estimable
ADF,4,2,OR,2019,33.8245154858167,1.07372871986499,35.9418618617056,31.7071691099279,Estimable
ADF,4,2,OR,2020,31.0853637958212,1.07384218427129,33.2029339185885,28.9677936730538,Estimable
ADF,4,2,WA,2018,28.8519847487482,0.581755319340055,29.9991809578741,27.7047885396223,Estimable
ADF,4,2,WA,2019,30.192174122108,0.574462456714217,31.3249891230525,29.0593591211634,Estimable
ADF,4,2,WA,2020,27.4530224321124,0.574419972143166,28.585753655329,26.3202912088957,Estimable
ADF,4,3,ID,2018,29.8702462852237,0.647431065277964,31.1469522113504,28.5935403590969,Estimable
ADF,4,3,ID,2019,31.2104356585834,0.638151087635184,32.468841872067,29.9520294450999,Estimable
ADF,4,3,ID,2020,28.4712839685879,0.635415019233274,29.7242947740808,27.218273163095,Estimable
ADF,4,3,OR,2018,32.0877879993656,0.796730101706039,33.6589051374272,30.5166708613041,Estimable
ADF,4,3,OR,2019,33.4279773727255,0.783724529918768,34.9734480883894,31.8825066570615,Estimable
ADF,4,3,OR,2020,30.6888256827298,0.78441548023151,32.2356589223848,29.1419924430749,Estimable
ADF,4,3,WA,2018,27.9297711029905,0.762402129672622,29.4331949719499,26.4263472340311,Estimable
ADF,4,3,WA,2019,29.2699604763503,0.761557312621344,30.7717184027968,27.7682025499039,Estimable
ADF,4,3,WA,2020,26.5308087863548,0.762205783341067,28.0338454688807,25.0277721038288,Estimable
ADF,4,4,ID,2019,29.1487438646138,0.805129676872059,30.7364245998929,27.5610631293346,Estimable
ADF,4,4,ID,2020,26.4095921746182,0.807745868354236,28.0024319258116,24.8167524234247,Estimable
ADF,4,4,OR,2019,28.4922015746146,0.607787459716778,29.6907320333172,27.2936711159119,Estimable
ADF,4,4,OR,2020,25.753049884619,0.615653214835657,26.9670912706038,24.5390084986342,Estimable
ADF,4,4,WA,2019,30.561952812125,1.08544590684867,32.7024049715665,28.4215006526834,Estimable
ADF,4,4,WA,2020,27.8228011221294,1.08222880264044,29.9569092918739,25.6886929523848,Estimable
ADF,4,5,WA,2019,29.9133069779149,1.07683933115439,32.0367873440925,27.7898266117373,Estimable
ADF,4,5,WA,2020,27.1741552879193,1.07511930403619,29.2942438353649,25.0540667404738,Estimable
ADF,5,1,ID,2018,29.9382339133384,0.54363751464817,31.0102634680496,28.8662043586272,Estimable
ADF,5,1,ID,2019,31.2784232866982,0.554236335165441,32.3713532548898,30.1854933185066,Estimable
ADF,5,1,ID,2020,28.5392715967026,0.555037374673115,29.6337811799936,27.4447620134117,Estimable
ADF,5,1,OR,2018,33.7983326512958,0.870024500906433,35.5139831595176,32.082682143074,Estimable
ADF,5,1,OR,2019,35.1385220246556,0.871054118630396,36.8562028942863,33.420841155025,Estimable
ADF,5,1,OR,2020,32.39937033466,0.873897365619503,34.1226579637978,30.6760827055223,Estimable
ADF,5,1,OR,2021,29.3270805314114,0.88329325541511,31.0688964469206,27.5852646159021,Estimable
ADF,5,1,WA,2018,31.2688484803215,0.774426882869355,32.7959846400402,29.7417123206028,Estimable
ADF,5,1,WA,2019,32.6090378536813,0.766507676082939,34.1205576817523,31.0975180256104,Estimable
ADF,5,1,WA,2020,29.8698861636857,0.769632065971705,31.3875671528446,28.3522051745268,Estimable
ADF,5,1,WA,2021,26.7975963604371,0.784385663895685,28.3443708035734,25.2508219173007,Estimable
ADF,5,2,ID,2018,30.9313483528823,0.578792635319516,32.0727022778653,29.7899944278992,Estimable
ADF,5,2,ID,2019,32.2715377262421,0.570980174671531,33.3974858183236,31.1455896341605,Estimable
ADF,5,2,ID,2020,29.5323860362465,0.569013635091874,30.6544561977344,28.4103158747586,Estimable
ADF,5,2,OR,2018,32.165079270913,1.08426460732876,34.3032019590355,30.0269565827905,Estimable
ADF,5,2,OR,2019,33.5052686442728,1.07492536005263,35.6249747426107,31.3855625459348,Estimable
ADF,5,2,OR,2020,30.7661169542772,1.07510072162548,32.8861688580163,28.646065050538,Estimable
ADF,5,2,WA,2018,28.7723992599847,0.605010278777845,29.9654532385603,27.5793452814092,Estimable
ADF,5,2,WA,2019,30.1125886333445,0.598779104367212,31.2933550067626,28.9318222599264,Estimable
ADF,5,2,WA,2020,27.3734369433489,0.598820000452254,28.5542839620696,26.1925899246282,Estimable
ADF,5,3,ID,2019,32.2117384583688,0.67082342144559,33.5345730943258,30.8889038224118,Estimable
ADF,5,3,ID,2020,29.4725867683732,0.667806594806553,30.7894723532965,28.15570118345,Estimable
ADF,5,3,OR,2018,31.8383439367589,0.799320863193457,33.4145699438902,30.2621179296276,Estimable
ADF,5,3,OR,2019,33.1785333101187,0.785544335959099,34.7275926042132,31.6294740160243,Estimable
ADF,5,3,OR,2020,30.4393816201231,0.786138480782427,31.9896125419902,28.8891506982561,Estimable
ADF,5,3,WA,2018,28.95302529689,0.77450530791553,30.4803161073917,27.4257344863882,Estimable
ADF,5,3,WA,2019,30.2932146702498,0.77391258189941,31.8193366508051,28.7670926896944,Estimable
ADF,5,3,WA,2020,27.5540629802542,0.774635657432055,29.0816108343381,26.0265151261703,Estimable
ADF,5,4,ID,2019,29.522872587799,0.813165866885161,31.1264003405653,27.9193448350326,Estimable
ADF,5,4,ID,2020,26.7837208978034,0.815567223165208,28.3919840208012,25.1754577748055,Estimable
ADF,5,4,OR,2019,28.1520965507728,0.611726951069287,29.3583955152291,26.9457975863166,Estimable
ADF,5,4,OR,2020,25.4129448607772,0.619546529200277,26.6346636935022,24.1912260280523,Estimable
ADF,5,4,WA,2019,32.1600237719281,1.08613428405997,34.3018333813164,30.0182141625399,Estimable
ADF,5,4,WA,2020,29.4208720819325,1.08289044859685,31.5562849887508,27.2854591751142,Estimable
ADF,5,5,WA,2019,29.1324885833414,1.07687320090491,31.2560357391952,27.0089414274876,Estimable
ADF,5,5,WA,2020,26.3933368933458,1.07514719687924,28.5134804442658,24.2731933424259,Estimable
ADF,6,1,ID,2018,28.991288716172,0.52750288177905,30.0315014760078,27.9510759563361,Estimable
ADF,6,1,ID,2019,30.3314780895318,0.539965014002872,31.3962656325617,29.2666905465018,Estimable
ADF,6,1,ID,2020,27.5923263995362,0.541021028420781,28.6591963571084,26.525456441964,Estimable
ADF,6,1,OR,2018,34.1683249742818,0.869334353518994,35.8826145418465,32.4540354067172,Estimable
ADF,6,1,OR,2019,35.5085143476416,0.870231971842868,37.2245739795343,33.792454715749,Estimable
ADF,6,1,OR,2020,32.769362657646,0.872973189579129,34.4908278517929,31.0478974634991,Estimable
ADF,6,1,OR,2021,29.6970728543973,0.882498031439044,31.4373206227829,27.9568250860118,Estimable
ADF,6,1,WA,2018,31.9698730079935,0.773505314700822,33.4951918753313,30.4445541406557,Estimable
ADF,6,1,WA,2019,33.3100623813533,0.765611426269814,34.81981484374,31.8003099189666,Estimable
ADF,6,1,WA,2020,30.5709106913577,0.768816641311415,32.0869836985214,29.054837684194,Estimable
ADF,6,1,WA,2021,27.4986208881091,0.783541796499569,29.0437312614112,25.953510514807,Estimable
ADF,6,2,ID,2018,29.1795127045048,0.562677642198045,30.2890885633414,28.0699368456683,Estimable
ADF,6,2,ID,2019,30.5197020778647,0.556041180583048,31.6161911227889,29.4232130329404,Estimable
ADF,6,2,ID,2020,27.7805503878691,0.554235065871139,28.8734778530674,26.6876229226707,Estimable
ADF,6,2,OR,2018,31.1165623664098,1.08244531278168,33.2510974847443,28.9820272480753,Estimable
ADF,6,2,OR,2019,32.4567517397696,1.07225760244809,34.5711971360408,30.3423063434984,Estimable
ADF,6,2,OR,2020,29.717600049774,1.07204087393908,31.8316180668435,27.6035820327044,Estimable
ADF,6,2,WA,2018,29.9229510718761,0.585794024853211,31.078111432769,28.7677907109833,Estimable
ADF,6,2,WA,2019,31.2631404452359,0.578905021595048,32.4047159910705,30.1215648994014,Estimable
ADF,6,2,WA,2020,28.5239887552403,0.579011616891274,29.6657745023669,27.3822030081138,Estimable
ADF,6,3,ID,2018,29.0227579960575,0.648162240371057,30.3009057676941,27.7446102244209,Estimable
ADF,6,3,ID,2019,30.3629473694173,0.639444144041067,31.6239034339425,29.101991304892,Estimable
ADF,6,3,ID,2020,27.6237956794217,0.637611482015534,28.8811378140723,26.3664535447711,Estimable
ADF,6,3,OR,2018,32.0296710650256,0.796901709403768,33.6011266060098,30.4582155240415,Estimable
ADF,6,3,OR,2019,33.3698604383854,0.783994055927284,34.9158626476257,31.8238582291451,Estimable
ADF,6,3,OR,2020,30.6307087483898,0.784502206185959,32.1777130078582,29.0837044889215,Estimable
ADF,6,3,WA,2018,31.0796507803604,0.763431368108953,32.5851042627899,29.5741972979309,Estimable
ADF,6,3,WA,2019,32.4198401537202,0.762448916195301,33.9233562836692,30.9163240237712,Estimable
ADF,6,3,WA,2020,29.6806884637246,0.76318606407979,31.1856582172685,28.1757187101808,Estimable
ADF,6,4,ID,2019,28.8007882764375,0.856889668815445,30.4905374665599,27.1110390863152,Estimable
ADF,6,4,OR,2019,27.9930019605003,0.61242863813091,29.2006846213497,26.7853192996509,Estimable
ADF,6,4,OR,2020,25.2538502705047,0.620539007861634,26.4775262280209,24.0301743129885,Estimable
ADF,6,4,WA,2019,31.5173521210924,1.09113711950385,33.669027104574,29.3656771376108,Estimable
ADF,6,4,WA,2020,28.7782004310968,1.08732849945733,30.9223649813531,26.6340358808405,Estimable
ADF,6,5,WA,2019,28.8158802553809,1.07714054510623,30.939954602382,26.6918059083797,Estimable
ADF,6,5,WA,2020,26.0767285653853,1.07529410330014,28.1971618093833,23.9562953213873,Estimable
aNDF,1,1,ID,2018,33.3778960794067,0.694146234016233,34.7467222882427,32.0090698705707,Estimable
aNDF,1,1,ID,2019,36.0651251120055,0.703972646962851,37.4533285801581,34.6769216438529,Estimable
aNDF,1,1,ID,2020,31.5578494419656,0.711383972461822,32.9606677219375,30.1550311619937,Estimable
aNDF,1,1,OR,2018,38.778089377198,1.02102914541949,40.7915144823797,36.7646642720162,Estimable
aNDF,1,1,OR,2019,41.4653184097968,1.01936745175791,43.475466727288,39.4551700923055,Estimable
aNDF,1,1,OR,2020,36.9580427397569,1.02299115104903,38.9753368347797,34.9407486447342,Estimable
aNDF,1,1,OR,2021,31.5423822567617,1.03382630906234,33.5810428125368,29.5037217009866,Estimable
aNDF,1,1,WA,2018,38.8374093916612,0.919554991218368,40.6507318743936,37.0240869089288,Estimable
aNDF,1,1,WA,2019,41.52463842426,0.914925269624892,43.3288312971981,39.7204455513219,Estimable
aNDF,1,1,WA,2020,37.0173627542202,0.919491894083614,38.8305608121448,35.2041646962956,Estimable
aNDF,1,1,WA,2021,31.6017022712249,0.929212419414314,33.434068782689,29.7693357597608,Estimable
aNDF,1,2,ID,2018,34.0461161059852,0.915499102113492,35.8514405516545,32.2407916603159,Estimable
aNDF,1,2,ID,2019,36.7333451385841,0.909932379082744,38.5276922483429,34.9389980288253,Estimable
aNDF,1,2,OR,2018,34.9781507270005,1.25233536044031,37.4477016366187,32.5085998173824,Estimable
aNDF,1,2,OR,2019,37.6653797595994,1.24249947924395,40.1155347389239,35.2152247802749,Estimable
aNDF,1,2,OR,2020,33.1581040895595,1.2464608740427,35.6160707672818,30.7001374118373,Estimable
aNDF,1,2,WA,2018,34.0570777010771,0.719107363674256,35.4751261728942,32.6390292292601,Estimable
aNDF,1,2,WA,2019,36.744306733676,0.711179525687506,38.1467218534933,35.3418916138586,Estimable
aNDF,1,2,WA,2020,32.2370310636361,0.717014220192538,33.6509519474664,30.8231101798059,Estimable
aNDF,1,3,ID,2019,35.3847089850351,0.828412191740591,37.0183018278759,33.7511161421943,Estimable
aNDF,1,3,ID,2020,30.8774333149952,0.825203840115118,32.5046994278519,29.2501672021385,Estimable
aNDF,1,3,OR,2018,33.6831537416362,0.938459419954858,35.5337549363308,31.8325525469415,Estimable
aNDF,1,3,OR,2019,36.370382774235,0.922275773338453,38.1890705210746,34.5516950273954,Estimable
aNDF,1,3,OR,2020,31.8631071041951,0.925404481107015,33.687964526794,30.0382496815962,Estimable
aNDF,1,3,WA,2018,32.8209775964483,0.954854937371447,34.703910039009,30.9380451538876,Estimable
aNDF,1,3,WA,2019,35.5082066290471,0.952719581266478,37.3869282421623,33.6294850159319,Estimable
aNDF,1,3,WA,2020,31.0009309590073,0.957627685833851,32.889331141044,29.1125307769705,Estimable
aNDF,1,4,ID,2019,30.5629010069699,1.05017617610949,32.6338027900663,28.4919992238735,Estimable
aNDF,1,4,ID,2020,26.0556253369301,1.05300015371602,28.1320958811485,23.9791547927117,Estimable
aNDF,1,4,OR,2019,28.6682260542149,0.657468135061429,29.9647246457863,27.3717274626435,Estimable
aNDF,1,4,OR,2020,24.1609503841751,0.669789712299675,25.4817465906169,22.8401541777332,Estimable
aNDF,1,4,WA,2019,35.1675839632711,1.41996190626766,37.9676871369238,32.3674807896184,Estimable
aNDF,1,4,WA,2020,30.6603082932312,1.42017723945339,33.4608360945687,27.8597804918937,Estimable
aNDF,1,5,WA,2019,33.4719836399191,1.47141567076942,36.3735514012075,30.5704158786308,Estimable
aNDF,1,5,WA,2020,28.9647079698793,1.47365652560582,31.870694599527,26.0587213402316,Estimable
aNDF,2,1,ID,2018,33.4288688180221,0.231997206272445,33.8863572271792,32.971380408865,Estimable
aNDF,2,1,ID,2019,36.1160978506209,0.269802824511555,36.6481372960741,35.5840584051678,Estimable
aNDF,2,1,ID,2020,31.6088221805811,0.288628001026126,32.1779840560589,31.0396603051033,Estimable
aNDF,2,1,OR,2018,42.8427285187045,0.36432189684315,43.5611554673985,42.1243015700104,Estimable
aNDF,2,1,OR,2019,45.5299575513033,0.355942640737325,46.2318609710835,44.8280541315231,Estimable
aNDF,2,1,OR,2020,41.0226818812634,0.365875959767515,41.7441733745114,40.3011903880155,Estimable
aNDF,2,1,OR,2021,35.6070213982682,0.395048170118227,36.3860392226275,34.8280035739089,Estimable
aNDF,2,1,WA,2018,39.4339386388917,0.347880066629627,40.1199430128967,38.7479342648867,Estimable
aNDF,2,1,WA,2019,42.1211676714905,0.340493689188675,42.7926064301625,41.4497289128185,Estimable
aNDF,2,1,WA,2020,37.6138920014507,0.352812255875226,38.309622438316,36.9181615645853,Estimable
aNDF,2,1,WA,2021,32.1982315184554,0.363316283423927,32.9146754411864,31.4817875957244,Estimable
aNDF,2,2,ID,2018,33.2716278772828,0.311957193820793,33.8867939071641,32.6564618474015,Estimable
aNDF,2,2,ID,2019,35.9588569098816,0.280244961000047,36.5114877947192,35.406226025044,Estimable
aNDF,2,2,ID,2020,31.4515812398418,0.267742735097698,31.9795582784935,30.92360420119,Estimable
aNDF,2,2,OR,2018,37.0195236743418,0.450400322385032,37.9076935376021,36.1313538110815,Estimable
aNDF,2,2,OR,2019,39.7067527069407,0.423701319163373,40.542273296073,38.8712321178083,Estimable
aNDF,2,2,OR,2020,35.1994770369008,0.429161666804804,36.0457651942985,34.3531888795031,Estimable
aNDF,2,2,WA,2018,34.3880630215318,0.270674271903816,34.9218209233731,33.8543051196905,Estimable
aNDF,2,2,WA,2019,37.0752920541306,0.250323032173698,37.5689181956025,36.5816659126587,Estimable
aNDF,2,2,WA,2020,32.5680163840908,0.271336012521697,33.1030792096741,32.0329535585074,Estimable
