env,env2,loc,env3,year,cut,trait,gen,predicted.value,std.error,status,weight,FD,Var,date_init,date,harv_days1,harv_days2,harv_days3,cut_freq,cons_days,cons_days1
ID_2019_1,ID_2019,ID,2019_1,2019,1,Ca,201,1.3814676440678,0.0246185890082711,Estimable,1665.5887647011,2,Vernal,2019-01-01,2019-06-05,238,1,155,1,322,520
ID_2019_1,ID_2019,ID,2019_1,2019,1,Cprot,44,22.9033745762712,0.960503453292495,Estimable,1.21577645418177,4,Legend,2019-01-01,2019-06-05,238,1,155,1,322,520
ID_2019_1,ID_2019,ID,2019_1,2019,1,Cprot,61,23.8293827118644,0.880315955995868,Estimable,1.33735409959995,6,ABI700,2019-01-01,2019-06-05,238,1,155,1,322,520
ID_2019_1,ID_2019,ID,2019_1,2019,1,Cprot,104,23.4557245762712,0.960503453292495,Estimable,1.21577645418177,5,Archer,2019-01-01,2019-06-05,238,1,155,1,322,520
ID_2019_1,ID_2019,ID,2019_1,2019,1,Cprot,112,22.9206081355932,1.08101097101893,Estimable,1.01314704515148,1,Maverick,2019-01-01,2019-06-05,238,1,155,1,322,520
ID_2019_1,ID_2019,ID,2019_1,2019,1,Cprot,144,22.8297072881356,0.880315955995868,Estimable,1.33735409959995,3,22277_5246,2019-01-01,2019-06-05,238,1,155,1,322,520
ID_2019_1,ID_2019,ID,2019_1,2019,1,Cprot,201,21.4045606779661,0.429550202837063,Estimable,5.47099404381797,2,Vernal,2019-01-01,2019-06-05,238,1,155,1,322,520
ID_2019_1,ID_2019,ID,2019_1,2019,1,Fat,44,1.84653776271186,0.078896335943729,Estimable,180.193001961775,4,Legend,2019-01-01,2019-06-05,238,1,155,1,322,520
ID_2019_1,ID_2019,ID,2019_1,2019,1,Fat,61,1.86407911864407,0.0723096863033607,Estimable,198.212302157952,6,ABI700,2019-01-01,2019-06-05,238,1,155,1,322,520
ID_2019_1,ID_2019,ID,2019_1,2019,1,Fat,104,1.85401576271187,0.078896335943729,Estimable,180.193001961775,5,Archer,2019-01-01,2019-06-05,238,1,155,1,322,520
ID_2019_1,ID_2019,ID,2019_1,2019,1,Fat,112,1.7917503559322,0.0887948965055873,Estimable,150.160834968146,1,Maverick,2019-01-01,2019-06-05,238,1,155,1,322,520
ID_2019_1,ID_2019,ID,2019_1,2019,1,Fat,144,1.84408388135593,0.0723096863033607,Estimable,198.212302157952,3,22277_5246,2019-01-01,2019-06-05,238,1,155,1,322,520
ID_2019_1,ID_2019,ID,2019_1,2019,1,Fat,201,1.85209877966102,0.0352835140691676,Estimable,810.868508827986,2,Vernal,2019-01-01,2019-06-05,238,1,155,1,322,520
ID_2019_1,ID_2019,ID,2019_1,2019,1,K,44,2.81995681355932,0.132336391953689,Estimable,64.0461473030217,4,Legend,2019-01-01,2019-06-05,238,1,155,1,322,520
ID_2019_1,ID_2019,ID,2019_1,2019,1,K,61,2.57442159322034,0.121288306665025,Estimable,70.4507620333238,6,ABI700,2019-01-01,2019-06-05,238,1,155,1,322,520
ID_2019_1,ID_2019,ID,2019_1,2019,1,K,104,2.71865081355932,0.132336391953689,Estimable,64.0461473030217,5,Archer,2019-01-01,2019-06-05,238,1,155,1,322,520
ID_2019_1,ID_2019,ID,2019_1,2019,1,K,112,3.00308777966102,0.148939695194864,Estimable,53.3717894191847,1,Maverick,2019-01-01,2019-06-05,238,1,155,1,322,520
ID_2019_1,ID_2019,ID,2019_1,2019,1,K,144,2.64780040677966,0.121288306665025,Estimable,70.4507620333238,3,22277_5246,2019-01-01,2019-06-05,238,1,155,1,322,520
ID_2019_1,ID_2019,ID,2019_1,2019,1,K,201,2.78214289830508,0.0591826336611008,Estimable,288.207662863597,2,Vernal,2019-01-01,2019-06-05,238,1,155,1,322,520
ID_2019_1,ID_2019,ID,2019_1,2019,1,Lignin,44,6.17544194915255,0.301982410225438,Estimable,12.2995237468064,4,Legend,2019-01-01,2019-06-05,238,1,155,1,322,520
ID_2019_1,ID_2019,ID,2019_1,2019,1,Lignin,61,6.36352752542373,0.276771450680656,Estimable,13.529476121487,6,ABI700,2019-01-01,2019-06-05,238,1,155,1,322,520
ID_2019_1,ID_2019,ID,2019_1,2019,1,Lignin,104,6.25771794915255,0.301982410225438,Estimable,12.2995237468064,5,Archer,2019-01-01,2019-06-05,238,1,155,1,322,520
ID_2019_1,ID_2019,ID,2019_1,2019,1,Lignin,112,6.30679857627118,0.339869989420046,Estimable,10.2496031223387,1,Maverick,2019-01-01,2019-06-05,238,1,155,1,322,520
ID_2019_1,ID_2019,ID,2019_1,2019,1,Lignin,144,6.17795947457627,0.276771450680656,Estimable,13.529476121487,3,22277_5246,2019-01-01,2019-06-05,238,1,155,1,322,520
ID_2019_1,ID_2019,ID,2019_1,2019,1,Lignin,201,6.58807088135593,0.135050639454662,Estimable,55.3478568606287,2,Vernal,2019-01-01,2019-06-05,238,1,155,1,322,520
ID_2019_1,ID_2019,ID,2019_1,2019,1,Mg,44,0.298978294915254,0.0166136733588553,Estimable,4063.6870439293,4,Legend,2019-01-01,2019-06-05,238,1,155,1,322,520
ID_2019_1,ID_2019,ID,2019_1,2019,1,Mg,61,0.305657052542373,0.0152266831476451,Estimable,4470.05574832223,6,ABI700,2019-01-01,2019-06-05,238,1,155,1,322,520
ID_2019_1,ID_2019,ID,2019_1,2019,1,Mg,104,0.344174894915254,0.0166136733588553,Estimable,4063.6870439293,5,Archer,2019-01-01,2019-06-05,238,1,155,1,322,520
ID_2019_1,ID_2019,ID,2019_1,2019,1,Mg,112,0.308660657627119,0.0186980724621907,Estimable,3386.40586994108,1,Maverick,2019-01-01,2019-06-05,238,1,155,1,322,520
ID_2019_1,ID_2019,ID,2019_1,2019,1,Mg,144,0.314427647457627,0.0152266831476451,Estimable,4470.05574832223,3,22277_5246,2019-01-01,2019-06-05,238,1,155,1,322,520
ID_2019_1,ID_2019,ID,2019_1,2019,1,Mg,201,0.317276988135593,0.00742986059727555,Estimable,18286.5916976819,2,Vernal,2019-01-01,2019-06-05,238,1,155,1,322,520
ID_2019_1,ID_2019,ID,2019_1,2019,1,P,44,0.324642149152542,0.00963686929473145,Estimable,12077.5724697489,4,Legend,2019-01-01,2019-06-05,238,1,155,1,322,520
ID_2019_1,ID_2019,ID,2019_1,2019,1,P,61,0.326047725423729,0.00883233660110052,Estimable,13285.3297167237,6,ABI700,2019-01-01,2019-06-05,238,1,155,1,322,520
ID_2019_1,ID_2019,ID,2019_1,2019,1,P,104,0.326279649152542,0.00963686929473145,Estimable,12077.5724697488,5,Archer,2019-01-01,2019-06-05,238,1,155,1,322,520
ID_2019_1,ID_2019,ID,2019_1,2019,1,P,112,0.343405776271187,0.0108459385525059,Estimable,10064.6437247907,1,Maverick,2019-01-01,2019-06-05,238,1,155,1,322,520
ID_2019_1,ID_2019,ID,2019_1,2019,1,P,144,0.311678674576271,0.00883233660110051,Estimable,13285.3297167237,3,22277_5246,2019-01-01,2019-06-05,238,1,155,1,322,520
ID_2019_1,ID_2019,ID,2019_1,2019,1,P,201,0.308327181355932,0.00430973896666,Estimable,54349.0761138698,2,Vernal,2019-01-01,2019-06-05,238,1,155,1,322,520
ID_2019_1,ID_2019,ID,2019_1,2019,1,RFV,44,159.559841705074,6.65704893462335,Estimable,0.0253097637123622,4,Legend,2019-01-01,2019-06-05,238,1,155,1,322,520
ID_2019_1,ID_2019,ID,2019_1,2019,1,RFV,61,161.29634178261,6.10128612958733,Estimable,0.0278407400835984,6,ABI700,2019-01-01,2019-06-05,238,1,155,1,322,520
ID_2019_1,ID_2019,ID,2019_1,2019,1,RFV,104,160.782911740181,6.65704893462335,Estimable,0.0253097637123622,5,Archer,2019-01-01,2019-06-05,238,1,155,1,322,520
ID_2019_1,ID_2019,ID,2019_1,2019,1,RFV,112,151.245321545721,7.49226138466186,Estimable,0.0210914697603018,1,Maverick,2019-01-01,2019-06-05,238,1,155,1,322,520
ID_2019_1,ID_2019,ID,2019_1,2019,1,RFV,144,159.759687909084,6.10128612958733,Estimable,0.0278407400835984,3,22277_5246,2019-01-01,2019-06-05,238,1,155,1,322,520
ID_2019_1,ID_2019,ID,2019_1,2019,1,RFV,201,147.395271890587,2.97712278947207,Estimable,0.11389393670563,2,Vernal,2019-01-01,2019-06-05,238,1,155,1,322,520
ID_2019_1,ID_2019,ID,2019_1,2019,1,Starch,44,0.762959572881356,0.121319289707926,Estimable,76.2064746644179,4,Legend,2019-01-01,2019-06-05,238,1,155,1,322,520
ID_2019_1,ID_2019,ID,2019_1,2019,1,Starch,61,1.00664331355932,0.11119096566897,Estimable,83.8271221308596,6,ABI700,2019-01-01,2019-06-05,238,1,155,1,322,520
ID_2019_1,ID_2019,ID,2019_1,2019,1,Starch,104,0.652977472881355,0.121319289707926,Estimable,76.2064746644179,5,Archer,2019-01-01,2019-06-05,238,1,155,1,322,520
ID_2019_1,ID_2019,ID,2019_1,2019,1,Starch,112,0.739584940677967,0.136540355707139,Estimable,63.5053955536815,1,Maverick,2019-01-01,2019-06-05,238,1,155,1,322,520
ID_2019_1,ID_2019,ID,2019_1,2019,1,Starch,144,0.777394586440678,0.11119096566897,Estimable,83.8271221308596,3,22277_5246,2019-01-01,2019-06-05,238,1,155,1,322,520
ID_2019_1,ID_2019,ID,2019_1,2019,1,Starch,201,1.07772670338983,0.0542556357537828,Estimable,342.92913598988,2,Vernal,2019-01-01,2019-06-05,238,1,155,1,322,520
ID_2019_1,ID_2019,ID,2019_1,2019,1,Su_ESC,44,6.44530938983051,0.856659431185346,Estimable,1.52839352243071,4,Legend,2019-01-01,2019-06-05,238,1,155,1,322,520
ID_2019_1,ID_2019,ID,2019_1,2019,1,Su_ESC,61,6.67144530508475,0.785141337640933,Estimable,1.68123287467379,6,ABI700,2019-01-01,2019-06-05,238,1,155,1,322,520
ID_2019_1,ID_2019,ID,2019_1,2019,1,Su_ESC,104,5.88436238983051,0.856659431185347,Estimable,1.52839352243071,5,Archer,2019-01-01,2019-06-05,238,1,155,1,322,520
ID_2019_1,ID_2019,ID,2019_1,2019,1,Su_ESC,112,6.31696591525424,0.964138380100327,Estimable,1.27366126869226,1,Maverick,2019-01-01,2019-06-05,238,1,155,1,322,520
ID_2019_1,ID_2019,ID,2019_1,2019,1,Su_ESC,144,7.09992069491525,0.785141337640933,Estimable,1.68123287467379,3,22277_5246,2019-01-01,2019-06-05,238,1,155,1,322,520
ID_2019_1,ID_2019,ID,2019_1,2019,1,Su_ESC,201,6.49593157627119,0.383109744339348,Estimable,6.87777085093821,2,Vernal,2019-01-01,2019-06-05,238,1,155,1,322,520
ID_2019_1,ID_2019,ID,2019_1,2019,1,Su_WSC,44,7.34575449152541,0.350775324711684,Estimable,9.11577335446565,4,Legend,2019-01-01,2019-06-05,238,1,155,1,322,520
ID_2019_1,ID_2019,ID,2019_1,2019,1,Su_WSC,61,7.15167825423729,0.321490895482802,Estimable,10.0273506899122,6,ABI700,2019-01-01,2019-06-05,238,1,155,1,322,520
ID_2019_1,ID_2019,ID,2019_1,2019,1,Su_WSC,104,6.91146849152542,0.350775324711684,Estimable,9.11577335446564,5,Archer,2019-01-01,2019-06-05,238,1,155,1,322,520
ID_2019_1,ID_2019,ID,2019_1,2019,1,Su_WSC,112,6.90755976271187,0.39478460288324,Estimable,7.59647779538803,1,Maverick,2019-01-01,2019-06-05,238,1,155,1,322,520
ID_2019_1,ID_2019,ID,2019_1,2019,1,Su_WSC,144,7.26076874576271,0.321490895482801,Estimable,10.0273506899122,3,22277_5246,2019-01-01,2019-06-05,238,1,155,1,322,520
ID_2019_1,ID_2019,ID,2019_1,2019,1,Su_WSC,201,7.08507081355932,0.156871494176978,Estimable,41.0209800950954,2,Vernal,2019-01-01,2019-06-05,238,1,155,1,322,520
ID_2019_1,ID_2019,ID,2019_1,2019,1,TTNDFD,44,50.2145896610169,0.971363854094526,Estimable,1.18874228688513,4,Legend,2019-01-01,2019-06-05,238,1,155,1,322,520
ID_2019_1,ID_2019,ID,2019_1,2019,1,TTNDFD,61,45.1845301694915,0.890269677746441,Estimable,1.30761651557365,6,ABI700,2019-01-01,2019-06-05,238,1,155,1,322,520
ID_2019_1,ID_2019,ID,2019_1,2019,1,TTNDFD,104,50.290499661017,0.971363854094526,Estimable,1.18874228688513,5,Archer,2019-01-01,2019-06-05,238,1,155,1,322,520
ID_2019_1,ID_2019,ID,2019_1,2019,1,TTNDFD,112,50.6317305084746,1.09323394885041,Estimable,0.990618572404278,1,Maverick,2019-01-01,2019-06-05,238,1,155,1,322,520
ID_2019_1,ID_2019,ID,2019_1,2019,1,TTNDFD,144,48.6556098305085,0.890269677746441,Estimable,1.30761651557365,3,22277_5246,2019-01-01,2019-06-05,238,1,155,1,322,520
ID_2019_1,ID_2019,ID,2019_1,2019,1,TTNDFD,201,49.7688725423729,0.43440712172831,Estimable,5.3493402909831,2,Vernal,2019-01-01,2019-06-05,238,1,155,1,322,520
ID_2019_2,ID_2019,ID,2019_2,2019,2,ADF,44,37.07754,0.436514840450272,Estimable,5.88645140255233,4,Legend,2019-01-01,2019-07-11,36,36,191,36,358,556
ID_2019_2,ID_2019,ID,2019_2,2019,2,ADF,61,34.537,0.400072459666989,Estimable,6.47509654280755,6,ABI700,2019-01-01,2019-07-11,36,36,191,36,358,556
ID_2019_2,ID_2019,ID,2019_2,2019,2,ADF,104,38.67695,0.436514840450272,Estimable,5.88645140255232,5,Archer,2019-01-01,2019-07-11,36,36,191,36,358,556
ID_2019_2,ID_2019,ID,2019_2,2019,2,ADF,112,32.62932,0.491281244145225,Estimable,4.9053761687936,1,Maverick,2019-01-01,2019-07-11,36,36,191,36,358,556
ID_2019_2,ID_2019,ID,2019_2,2019,2,ADF,144,35.22214,0.400072459666989,Estimable,6.47509654280756,3,22277_5246,2019-01-01,2019-07-11,36,36,191,36,358,556
ID_2019_2,ID_2019,ID,2019_2,2019,2,ADF,201,33.24562,0.195215371286857,Estimable,26.4890313114855,2,Vernal,2019-01-01,2019-07-11,36,36,191,36,358,556
ID_2019_2,ID_2019,ID,2019_2,2019,2,aNDF,44,45.6503101694915,1.16767194652247,Estimable,0.822640140041214,4,Legend,2019-01-01,2019-07-11,36,36,191,36,358,556
ID_2019_2,ID_2019,ID,2019_2,2019,2,aNDF,61,42.0140449152542,1.07018901636313,Estimable,0.904904154045335,6,ABI700,2019-01-01,2019-07-11,36,36,191,36,358,556
ID_2019_2,ID_2019,ID,2019_2,2019,2,aNDF,104,46.6453901694915,1.16767194652247,Estimable,0.822640140041213,5,Archer,2019-01-01,2019-07-11,36,36,191,36,358,556
ID_2019_2,ID_2019,ID,2019_2,2019,2,aNDF,112,40.0655447457627,1.31417141751539,Estimable,0.685533450034344,1,Maverick,2019-01-01,2019-07-11,36,36,191,36,358,556
ID_2019_2,ID_2019,ID,2019_2,2019,2,aNDF,144,42.3489650847458,1.07018901636313,Estimable,0.904904154045335,3,22277_5246,2019-01-01,2019-07-11,36,36,191,36,358,556
ID_2019_2,ID_2019,ID,2019_2,2019,2,aNDF,201,40.1567437288136,0.522198769568749,Estimable,3.70188063018546,2,Vernal,2019-01-01,2019-07-11,36,36,191,36,358,556
ID_2019_2,ID_2019,ID,2019_2,2019,2,Ash,44,8.93019084745762,0.253056345763263,Estimable,17.5152816272719,4,Legend,2019-01-01,2019-07-11,36,36,191,36,358,556
ID_2019_2,ID_2019,ID,2019_2,2019,2,Ash,61,9.49410457627119,0.231929971909814,Estimable,19.266809789999,6,ABI700,2019-01-01,2019-07-11,36,36,191,36,358,556
ID_2019_2,ID_2019,ID,2019_2,2019,2,Ash,104,8.58706084745763,0.253056345763263,Estimable,17.5152816272718,5,Archer,2019-01-01,2019-07-11,36,36,191,36,358,556
ID_2019_2,ID_2019,ID,2019_2,2019,2,Ash,112,10.0746537288136,0.284805520603103,Estimable,14.5960680227265,1,Maverick,2019-01-01,2019-07-11,36,36,191,36,358,556
ID_2019_2,ID_2019,ID,2019_2,2019,2,Ash,144,9.10723542372881,0.231929971909814,Estimable,19.266809789999,3,22277_5246,2019-01-01,2019-07-11,36,36,191,36,358,556
ID_2019_2,ID_2019,ID,2019_2,2019,2,Ash,201,9.9161286440678,0.11317023825287,Estimable,78.8187673227233,2,Vernal,2019-01-01,2019-07-11,36,36,191,36,358,556
ID_2019_2,ID_2019,ID,2019_2,2019,2,Ca,44,1.03848050847458,0.0566480675755212,Estimable,349.527532060945,4,Legend,2019-01-01,2019-07-11,36,36,191,36,358,556
ID_2019_2,ID_2019,ID,2019_2,2019,2,Ca,61,1.40568474576271,0.0519188115275599,Estimable,384.48028526704,6,ABI700,2019-01-01,2019-07-11,36,36,191,36,358,556
ID_2019_2,ID_2019,ID,2019_2,2019,2,Ca,104,1.06348050847458,0.0566480675755212,Estimable,349.527532060945,5,Archer,2019-01-01,2019-07-11,36,36,191,36,358,556
ID_2019_2,ID_2019,ID,2019_2,2019,2,Ca,112,1.36732423728814,0.0637552965856043,Estimable,291.272943384121,1,Maverick,2019-01-01,2019-07-11,36,36,191,36,358,556
ID_2019_2,ID_2019,ID,2019_2,2019,2,Ca,144,1.18382525423729,0.0519188115275599,Estimable,384.48028526704,3,22277_5246,2019-01-01,2019-07-11,36,36,191,36,358,556
ID_2019_2,ID_2019,ID,2019_2,2019,2,Ca,201,1.21252118644068,0.0253337859785734,Estimable,1572.87389427425,2,Vernal,2019-01-01,2019-07-11,36,36,191,36,358,556
ID_2019_2,ID_2019,ID,2019_2,2019,2,Cprot,44,20.6187638983051,1.84720719889618,Estimable,0.328715637452725,4,Legend,2019-01-01,2019-07-11,36,36,191,36,358,556
ID_2019_2,ID_2019,ID,2019_2,2019,2,Cprot,61,22.8822530508475,1.69299336264182,Estimable,0.361587201197997,6,ABI700,2019-01-01,2019-07-11,36,36,191,36,358,556
ID_2019_2,ID_2019,ID,2019_2,2019,2,Cprot,104,19.1301138983051,1.84720719889618,Estimable,0.328715637452725,5,Archer,2019-01-01,2019-07-11,36,36,191,36,358,556
ID_2019_2,ID_2019,ID,2019_2,2019,2,Cprot,112,24.8905091525424,2.07896311138387,Estimable,0.273929697877271,1,Maverick,2019-01-01,2019-07-11,36,36,191,36,358,556
ID_2019_2,ID_2019,ID,2019_2,2019,2,Cprot,144,21.3271769491525,1.69299336264182,Estimable,0.361587201197997,3,22277_5246,2019-01-01,2019-07-11,36,36,191,36,358,556
ID_2019_2,ID_2019,ID,2019_2,2019,2,Cprot,201,23.4231857627119,0.826096173051766,Estimable,1.47922036853726,2,Vernal,2019-01-01,2019-07-11,36,36,191,36,358,556
ID_2019_2,ID_2019,ID,2019_2,2019,2,dNDF30,44,17.1266113559322,0.93552663517525,Estimable,1.28156098036631,4,Legend,2019-01-01,2019-07-11,36,36,191,36,358,556
ID_2019_2,ID_2019,ID,2019_2,2019,2,dNDF30,61,15.6626893220339,0.857424324067584,Estimable,1.40971707840294,6,ABI700,2019-01-01,2019-07-11,36,36,191,36,358,556
ID_2019_2,ID_2019,ID,2019_2,2019,2,dNDF30,104,17.2624713559322,0.93552663517525,Estimable,1.28156098036631,5,Archer,2019-01-01,2019-07-11,36,36,191,36,358,556
ID_2019_2,ID_2019,ID,2019_2,2019,2,dNDF30,112,16.4410779661017,1.05290048967362,Estimable,1.06796748363859,1,Maverick,2019-01-01,2019-07-11,36,36,191,36,358,556
ID_2019_2,ID_2019,ID,2019_2,2019,2,dNDF30,144,16.2799906779661,0.857424324067584,Estimable,1.40971707840294,3,22277_5246,2019-01-01,2019-07-11,36,36,191,36,358,556
ID_2019_2,ID_2019,ID,2019_2,2019,2,dNDF30,201,17.1634998305085,0.418380230202701,Estimable,5.76702441164841,2,Vernal,2019-01-01,2019-07-11,36,36,191,36,358,556
ID_2019_2,ID_2019,ID,2019_2,2019,2,dNDF48,44,20.5831198305085,0.918502191456638,Estimable,1.329508737262,4,Legend,2019-01-01,2019-07-11,36,36,191,36,358,556
ID_2019_2,ID_2019,ID,2019_2,2019,2,dNDF48,61,19.4433150847458,0.841821163666573,Estimable,1.4624596109882,6,ABI700,2019-01-01,2019-07-11,36,36,191,36,358,556
ID_2019_2,ID_2019,ID,2019_2,2019,2,dNDF48,104,20.0041098305085,0.918502191456638,Estimable,1.329508737262,5,Archer,2019-01-01,2019-07-11,36,36,191,36,358,556
ID_2019_2,ID_2019,ID,2019_2,2019,2,dNDF48,112,20.2661952542373,1.03374011042435,Estimable,1.10792394771833,1,Maverick,2019-01-01,2019-07-11,36,36,191,36,358,556
ID_2019_2,ID_2019,ID,2019_2,2019,2,dNDF48,144,19.0750749152542,0.841821163666573,Estimable,1.4624596109882,3,22277_5246,2019-01-01,2019-07-11,36,36,191,36,358,556
ID_2019_2,ID_2019,ID,2019_2,2019,2,dNDF48,201,19.8793962711864,0.410766667515914,Estimable,5.98278931767901,2,Vernal,2019-01-01,2019-07-11,36,36,191,36,358,556
ID_2019_2,ID_2019,ID,2019_2,2019,2,Fat,44,2.25916406779661,0.151654382950162,Estimable,48.7687536492199,4,Legend,2019-01-01,2019-07-11,36,36,191,36,358,556
ID_2019_2,ID_2019,ID,2019_2,2019,2,Fat,61,2.23605796610169,0.138993537868188,Estimable,53.6456290141419,6,ABI700,2019-01-01,2019-07-11,36,36,191,36,358,556
ID_2019_2,ID_2019,ID,2019_2,2019,2,Fat,104,2.07788406779661,0.151654382950162,Estimable,48.7687536492199,5,Archer,2019-01-01,2019-07-11,36,36,191,36,358,556
ID_2019_2,ID_2019,ID,2019_2,2019,2,Fat,112,2.28752389830509,0.170681376740775,Estimable,40.6406280410166,1,Maverick,2019-01-01,2019-07-11,36,36,191,36,358,556
ID_2019_2,ID_2019,ID,2019_2,2019,2,Fat,144,2.3049220338983,0.138993537868188,Estimable,53.6456290141419,3,22277_5246,2019-01-01,2019-07-11,36,36,191,36,358,556
ID_2019_2,ID_2019,ID,2019_2,2019,2,Fat,201,2.36181949152542,0.0678219018724696,Estimable,219.45939142149,2,Vernal,2019-01-01,2019-07-11,36,36,191,36,358,556
ID_2019_2,ID_2019,ID,2019_2,2019,2,IVTDMD30,44,72.0422196610169,1.65646985924191,Estimable,0.408775175343127,4,Legend,2019-01-01,2019-07-11,36,36,191,36,358,556
ID_2019_2,ID_2019,ID,2019_2,2019,2,IVTDMD30,61,74.0649001694916,1.51817970327778,Estimable,0.44965269287744,6,ABI700,2019-01-01,2019-07-11,36,36,191,36,358,556
ID_2019_2,ID_2019,ID,2019_2,2019,2,IVTDMD30,104,70.5879796610169,1.65646985924191,Estimable,0.408775175343127,5,Archer,2019-01-01,2019-07-11,36,36,191,36,358,556
ID_2019_2,ID_2019,ID,2019_2,2019,2,IVTDMD30,112,77.0756705084746,1.86429531811104,Estimable,0.340645979452606,1,Maverick,2019-01-01,2019-07-11,36,36,191,36,358,556
ID_2019_2,ID_2019,ID,2019_2,2019,2,IVTDMD30,144,73.8732998305084,1.51817970327778,Estimable,0.44965269287744,3,22277_5246,2019-01-01,2019-07-11,36,36,191,36,358,556
ID_2019_2,ID_2019,ID,2019_2,2019,2,IVTDMD30,201,77.2401125423729,0.740795841588884,Estimable,1.83948828904407,2,Vernal,2019-01-01,2019-07-11,36,36,191,36,358,556
